chromosome_name,external_gene_name,external_transcript_name,transcript_length,description
1,FAM231B,FAM231B-201,510,family with sequence similarity 231 member B [Source:HGNC Symbol;Acc:HGNC:49506]
1,GGPS1,GGPS1-203,1407,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]
1,GGPS1,GGPS1-208,868,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]
1,GGPS1,GGPS1-202,2740,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]
1,RAB42,RAB42-201,1950,"RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:28702]"
1,RAB42,RAB42-202,857,"RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:28702]"
1,HMGB4,HMGB4-203,2343,high mobility group box 4 [Source:HGNC Symbol;Acc:HGNC:24954]
1,HMGB4,HMGB4-204,2505,high mobility group box 4 [Source:HGNC Symbol;Acc:HGNC:24954]
1,CFAP45,CFAP45-201,1842,cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]
1,CFAP45,CFAP45-206,896,cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]
1,CFAP45,CFAP45-202,1976,cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]
1,DMAP1,DMAP1-202,1545,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-208,1066,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-207,909,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-205,599,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-206,957,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-201,1552,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-203,1730,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,DMAP1,DMAP1-204,396,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
1,UBE2J2,UBE2J2-202,1733,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-204,1057,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-203,1047,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-205,1021,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-207,1056,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-220,472,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-206,643,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-218,530,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-216,750,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,UBE2J2,UBE2J2-201,2387,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
1,CCDC185,CCDC185-201,2054,coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654]
1,SPRTN,SPRTN-204,3559,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
1,SPRTN,SPRTN-202,3468,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
1,SPRTN,SPRTN-201,1667,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
1,SPRTN,SPRTN-203,795,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
1,NUF2,NUF2-212,567,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"
1,NUF2,NUF2-204,861,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"
1,NUF2,NUF2-208,1845,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"
1,NUF2,NUF2-203,1133,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"
1,NUF2,NUF2-202,1842,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"
1,NUF2,NUF2-201,1969,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"
1,TMEM82,TMEM82-201,1520,transmembrane protein 82 [Source:HGNC Symbol;Acc:HGNC:32350]
1,PLA2G2E,PLA2G2E-201,785,phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]
1,MNDA,MNDA-201,1752,myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]
1,MNDA,MNDA-202,582,myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]
1,OR6K6,OR6K6-202,1172,olfactory receptor family 6 subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:15033]
1,OR6K6,OR6K6-201,1172,olfactory receptor family 6 subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:15033]
1,SMYD2,SMYD2-201,1671,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]
1,SMYD2,SMYD2-202,702,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]
1,TMCO4,TMCO4-201,2974,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]
1,TMCO4,TMCO4-202,2403,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]
1,ASB17,ASB17-201,1107,ankyrin repeat and SOCS box containing 17 [Source:HGNC Symbol;Acc:HGNC:19769]
1,ATAD3C,ATAD3C-201,3859,"ATPase family, AAA domain containing 3C [Source:HGNC Symbol;Acc:HGNC:32151]"
1,ATAD3C,ATAD3C-202,525,"ATPase family, AAA domain containing 3C [Source:HGNC Symbol;Acc:HGNC:32151]"
1,AC093155.3,AC093155.3-201,2013,
1,PCP4L1,PCP4L1-201,1424,Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]
1,YRDC,YRDC-201,1826,yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]
1,RER1,RER1-204,522,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,RER1,RER1-209,3044,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,RER1,RER1-201,695,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,RER1,RER1-202,1404,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,RER1,RER1-205,540,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,RER1,RER1-207,2469,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,RER1,RER1-203,3000,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
1,LHX9,LHX9-207,431,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,LHX9,LHX9-205,259,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,LHX9,LHX9-204,1623,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,LHX9,LHX9-203,7413,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,LHX9,LHX9-206,2144,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,LHX9,LHX9-202,758,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,LHX9,LHX9-201,7836,LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
1,OR2G6,OR2G6-203,6084,olfactory receptor family 2 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:27019]
1,OR2G6,OR2G6-202,5840,olfactory receptor family 2 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:27019]
1,OR2G6,OR2G6-201,1049,olfactory receptor family 2 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:27019]
1,UBXN11,UBXN11-201,2254,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-207,1312,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-202,1555,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-205,1792,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-206,2043,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-203,938,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-212,782,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-210,688,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-211,649,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-209,793,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-208,728,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,UBXN11,UBXN11-204,1846,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
1,AL391650.1,AL391650.1-201,1468,
1,AL391650.1,AL391650.1-205,579,
1,TMEM167B,TMEM167B-201,3730,transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]
1,BCL10,BCL10-201,2819,B-cell CLL/lymphoma 10 [Source:HGNC Symbol;Acc:HGNC:989]
1,BCL10,BCL10-202,774,B-cell CLL/lymphoma 10 [Source:HGNC Symbol;Acc:HGNC:989]
1,SEC16B,SEC16B-201,3985,"SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]"
1,SEC16B,SEC16B-204,2948,"SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]"
1,SEC16B,SEC16B-207,525,"SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]"
1,C1orf210,C1orf210-202,1478,chromosome 1 open reading frame 210 [Source:HGNC Symbol;Acc:HGNC:28755]
1,C1orf210,C1orf210-201,629,chromosome 1 open reading frame 210 [Source:HGNC Symbol;Acc:HGNC:28755]
1,XKR8,XKR8-201,2692,XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]
1,DEPDC1,DEPDC1-202,5331,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]
1,DEPDC1,DEPDC1-201,4586,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]
1,DEPDC1,DEPDC1-205,582,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]
1,EXOSC10,EXOSC10-201,2721,exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]
1,EXOSC10,EXOSC10-202,2808,exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]
1,WNT2B,WNT2B-201,2819,Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]
1,WNT2B,WNT2B-203,10879,Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]
1,WNT2B,WNT2B-202,3818,Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]
1,VAV3,VAV3-202,4990,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]
1,VAV3,VAV3-210,4510,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]
1,VAV3,VAV3-203,1293,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]
1,VAV3,VAV3-213,546,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]
1,VAV3,VAV3-206,2271,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]
1,SRM,SRM-201,1266,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
1,SRM,SRM-206,461,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
1,SRM,SRM-203,402,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
1,SRM,SRM-205,611,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
1,DIRAS3,DIRAS3-201,1973,DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]
1,ACTRT2,ACTRT2-201,1421,actin related protein T2 [Source:HGNC Symbol;Acc:HGNC:24026]
1,ADORA3,ADORA3-201,1884,adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]
1,ADORA3,ADORA3-204,1201,adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]
1,DNM3,DNM3-203,2322,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,DNM3,DNM3-201,3280,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,DNM3,DNM3-208,7625,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,DNM3,DNM3-202,7613,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,DNM3,DNM3-206,4454,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,DNM3,DNM3-207,1554,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,DNM3,DNM3-204,815,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
1,SLC35D1,SLC35D1-201,6162,solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]
1,TRIT1,TRIT1-203,1851,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
1,TRIT1,TRIT1-201,2112,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
1,TRIT1,TRIT1-202,2034,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
1,TRIT1,TRIT1-215,545,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
1,TRIT1,TRIT1-214,2026,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
1,PHF13,PHF13-201,3681,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
1,MASP2,MASP2-201,2439,mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
1,MASP2,MASP2-202,726,mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
1,TAS1R1,TAS1R1-201,2892,taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]
1,TAS1R1,TAS1R1-202,1871,taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]
1,TAS1R1,TAS1R1-203,1811,taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]
1,TAS1R1,TAS1R1-204,740,taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]
1,TTC22,TTC22-203,686,tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]
1,TTC22,TTC22-201,2149,tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]
1,TTC22,TTC22-202,3345,tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]
1,NME7,NME7-201,1642,NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]
1,NME7,NME7-203,1590,NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]
1,KHDC4,KHDC4-203,2947,"KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]"
1,KHDC4,KHDC4-202,4499,"KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]"
1,KHDC4,KHDC4-201,1155,"KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]"
1,BECN2,BECN2-201,1296,beclin 2 [Source:HGNC Symbol;Acc:HGNC:38606]
1,SCP2,SCP2-203,2811,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-213,1896,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-201,1889,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-204,2239,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-202,2003,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-215,720,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-206,938,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-209,969,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-211,671,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-207,894,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-212,3926,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-205,1298,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,SCP2,SCP2-217,1101,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
1,FCMR,FCMR-201,1950,Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]
1,FCMR,FCMR-202,1441,Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]
1,FCMR,FCMR-210,1055,Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]
1,FCMR,FCMR-205,594,Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]
1,FCMR,FCMR-207,580,Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]
1,FCMR,FCMR-208,567,Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]
1,SV2A,SV2A-202,4416,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]
1,SV2A,SV2A-201,2903,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]
1,SIPA1L2,SIPA1L2-203,6690,signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]
1,SIPA1L2,SIPA1L2-202,2937,signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]
1,SIPA1L2,SIPA1L2-201,6555,signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]
1,OR10J5,OR10J5-201,930,olfactory receptor family 10 subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:14993]
1,LHX4,LHX4-201,5820,LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734]
1,GPX7,GPX7-201,1228,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]
1,NBPF19,NBPF19-206,14425,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]
1,NBPF19,NBPF19-203,5034,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]
1,NBPF19,NBPF19-205,3715,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]
1,NBPF19,NBPF19-204,2051,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]
1,NBPF19,NBPF19-201,3670,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]
1,NBPF19,NBPF19-202,2344,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]
1,AZIN2,AZIN2-201,2182,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]
1,AZIN2,AZIN2-204,2048,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]
1,AZIN2,AZIN2-202,616,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]
1,AZIN2,AZIN2-203,1443,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]
1,SNRNP40,SNRNP40-201,1597,small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]
1,SNRNP40,SNRNP40-202,1087,small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]
1,ACBD6,ACBD6-201,1670,acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339]
1,AQP10,AQP10-201,1791,aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]
1,AQP10,AQP10-203,2262,aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]
1,C1orf131,C1orf131-202,1424,chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]
1,C1orf131,C1orf131-201,2483,chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]
1,C1orf131,C1orf131-203,1432,chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]
1,C1orf131,C1orf131-204,795,chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]
1,ZZZ3,ZZZ3-202,4328,zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]
1,ZZZ3,ZZZ3-201,2468,zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]
1,ZZZ3,ZZZ3-204,603,zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]
1,ZZZ3,ZZZ3-203,561,zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]
1,AMPD2,AMPD2-223,572,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-202,3728,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-208,513,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-209,814,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-219,3134,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-222,575,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-201,3899,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-203,2838,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-204,3130,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-216,585,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-218,2728,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-205,3217,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,AMPD2,AMPD2-210,1111,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
1,HPCA,HPCA-201,1468,hippocalcin [Source:HGNC Symbol;Acc:HGNC:5144]
1,RPF1,RPF1-202,724,ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]
1,RPF1,RPF1-201,1385,ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]
1,SPATA1,SPATA1-206,2888,spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:14682]
1,B4GALT2,B4GALT2-204,1923,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
1,B4GALT2,B4GALT2-202,2629,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
1,B4GALT2,B4GALT2-201,2004,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
1,B4GALT2,B4GALT2-203,2203,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
1,OR6K2,OR6K2-201,975,olfactory receptor family 6 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15029]
1,SLC2A7,SLC2A7-201,1539,solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445]
1,PIGK,PIGK-202,4596,phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]
1,PIGK,PIGK-203,4318,phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]
1,PIGK,PIGK-201,1926,phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]
1,SPTA1,SPTA1-201,7999,"spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]"
1,SPTA1,SPTA1-204,465,"spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]"
1,SLC22A15,SLC22A15-202,4720,solute carrier family 22 member 15 [Source:HGNC Symbol;Acc:HGNC:20301]
1,SLC22A15,SLC22A15-201,1230,solute carrier family 22 member 15 [Source:HGNC Symbol;Acc:HGNC:20301]
1,SSU72,SSU72-201,1290,"SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]"
1,SSU72,SSU72-202,4176,"SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]"
1,CASQ2,CASQ2-201,2674,calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513]
1,PPM1J,PPM1J-201,1863,"protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]"
1,PPM1J,PPM1J-202,2474,"protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]"
1,MINOS1-NBL1,MINOS1-NBL1-204,1623,MINOS1-NBL1 readthrough [Source:HGNC Symbol;Acc:HGNC:48338]
1,ENO1,ENO1-201,1783,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
1,ENO1,ENO1-206,647,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
1,ENO1,ENO1-204,732,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
1,RHOC,RHOC-202,1418,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
1,RHOC,RHOC-208,1355,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
1,RHOC,RHOC-201,2199,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
1,RHOC,RHOC-207,1028,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
